hand1,hand2,table1,table2,table3,table4,table5,numPlayers,position,playerChips,action,rank
Td,3h,Ac,2s,8d,5d,5s,2,2,141,k,380022
9d,5d,9s,Qd,3d,3h,Ad,2,1,49,k,2222390
2h,2d,9s,Qd,3d,3h,Ad,2,2,7,b,742767
9d,5d,9s,Qd,3d,3h,Ad,2,1,49,c,2222390
Jh,8d,8h,7c,Kh,As,3s,3,2,45,k,386655
Td,8c,8h,7c,Kh,As,3s,3,3,321,k,386654
As,8d,7d,Js,5s,5h,3s,3,1,56,k,380035
Ac,8h,7d,Js,5s,5h,3s,3,2,390,k,380035
Kh,2c,Js,Qc,Jh,6s,6c,3,1,78,k,744170
7h,Tc,Js,Qc,Jh,6s,6c,3,2,98,k,744169
Qh,7d,8s,Kh,2c,9c,6s,2,1,16,b,337407
7s,6h,8s,Kh,2c,9c,6s,2,2,21,c,382037
Ac,9h,9d,4s,4c,7d,5d,4,1,10,k,743807
4h,As,9d,4s,4c,7d,5d,4,3,14,b,1114380
Ac,9h,9d,4s,4c,7d,5d,4,1,10,c,743807
Ah,Ad,Td,4d,3s,Qd,Js,5,1,3,k,399472
Kd,8d,Td,4d,3s,Qd,Js,5,3,25,b,2194038
Ah,Ad,Td,4d,3s,Qd,Js,5,1,3,c,399472
Jc,8c,4h,5d,7h,6h,3d,5,2,3,b,1485178
9c,Tc,4h,5d,7h,6h,3d,5,5,79,c,1485177
5s,9h,4s,Th,9c,Qh,7s,5,1,403,k,388471
8s,9s,4s,Th,9c,Qh,7s,5,2,42,k,388472
9d,Kc,Js,2h,9h,Jh,4h,5,3,159,k,744209
Tc,Qc,Js,2h,9h,Jh,4h,5,4,83,k,392867
6d,Qs,Ah,Td,Js,Jc,9c,4,1,701,k,393232
5s,9s,Ah,Td,Js,Jc,9c,4,2,948,k,744210
8h,4h,Ah,Td,Js,Jc,9c,4,4,1352,k,393205
4h,Ad,7h,3s,Ac,Ts,Kd,5,2,6,b,399625
As,4s,7h,3s,Ac,Ts,Kd,5,5,19,c,399625
Qh,Qs,5d,2h,Td,2c,3d,5,2,34,k,744284
8c,8d,5d,2h,Td,2c,3d,5,3,13,k,743608
Ts,9d,9h,Ac,4c,Kd,3c,5,1,621,k,388851
6d,5s,9h,Ac,4c,Kd,3c,5,2,58,k,368137
Js,Ks,9h,Ac,4c,Kd,3c,5,3,917,k,397612
3h,Qh,9h,Ac,4c,Kd,3c,5,4,475,k,375671
Tc,8d,9h,Ac,4c,Kd,3c,5,5,178,k,368348
9d,8s,3h,4s,Ts,2h,4d,5,3,96,b,377136
3d,6d,3h,4s,Ts,2h,4d,5,5,32,c,742945
9s,5s,8c,Th,Jh,8d,5d,5,4,11,k,743648
Ts,Kd,8c,Th,Jh,8d,5d,5,5,169,k,744027
5d,7d,6s,Jh,8h,Kc,3h,5,2,14,k,335027
Qs,Ac,6s,Jh,8h,Kc,3h,5,5,44,k,368712
5s,7s,4c,Kd,Ac,Ks,6h,4,1,1245,k,397557
3h,7h,4c,Kd,Ac,Ks,6h,4,2,124,k,397557
7c,6c,3d,5h,7s,8h,9h,6,1,86,k,1485179
5d,5s,3d,5h,7s,8h,9h,6,2,114,k,1114483
7h,Ad,4c,As,9s,Js,Th,6,1,92,k,399289
Ts,Kc,4c,As,9s,Js,Th,6,4,69,k,391049
Ac,Qs,3h,5d,4h,Ks,Kh,6,3,3,k,397621
6s,6d,3h,5d,4h,Ks,Kh,6,5,8,k,744500
2h,Th,7c,7d,9c,Qs,Td,5,2,485,k,744013
Ac,Kc,7c,7d,9c,Qs,Td,5,3,207,k,384459
8d,5d,7c,7d,9c,Qs,Td,5,5,828,k,384079
Ah,8c,5c,4s,Ks,As,4h,4,3,64,k,744651
Jc,Ad,5c,4s,Ks,As,4h,4,4,27,k,744651
Jd,Qd,7d,Jc,Ts,Js,7h,4,2,33,k,2227880
As,6s,7d,Jc,Ts,Js,7h,4,3,132,k,744184
9c,Qd,2c,Ac,5h,Td,5d,4,1,115,k,380050
Qc,3c,2c,Ac,5h,Td,5d,4,2,49,k,380050
7h,6c,6s,4s,4d,6h,Ks,4,2,256,k,2227812
2s,Ah,6s,4s,4d,6h,Ks,4,3,111,k,743300
Qd,2h,5c,4h,3c,Jd,Th,3,1,2,k,306776
7c,2c,5c,4h,3c,Jd,Th,3,2,8,k,275511
5h,Kh,Jh,6s,Th,8d,3d,3,1,55,k,335378
Jc,5c,Jh,6s,Th,8d,3d,3,2,25,k,392500
Ac,4d,3h,8d,4s,7s,Th,6,1,19,k,377825
2c,2d,3h,8d,4s,7s,Th,6,5,10,k,372728
Kh,Kc,2h,5c,Qh,Jc,Kd,6,3,15,k,1115877
Qc,Js,2h,5c,Qh,Jc,Kd,6,5,2,b,744404
Kh,Kc,2h,5c,Qh,Jc,Kd,6,3,15,c,1115877
Jc,3d,8h,2s,6h,Jd,7h,6,1,15,k,392149
6d,Ah,8h,2s,6h,Jd,7h,6,4,16,k,382232
Ah,Js,2c,Ac,Ad,4d,8s,7,2,24,k,1116030
Qd,Td,2c,Ac,Ad,4d,8s,7,4,52,k,399457
9c,Ks,2c,Ac,Ad,4d,8s,7,7,9,k,399613
4d,Ad,4h,Kh,Kd,9d,9h,7,1,107,k,744548
3h,5d,4h,Kh,Kd,9d,9h,7,2,584,k,744539
6s,9c,3s,9d,3d,8s,Qh,6,5,5,k,743792
5d,4d,3s,9d,3d,8s,Qh,6,6,27,k,375277
5c,7c,2s,6c,Jh,3c,8h,6,3,95,k,271131
3s,Tc,2s,6c,Jh,3c,8h,6,4,14,k,375121
7h,5s,7c,5c,Kd,9h,Td,6,4,1,k,743481
Ts,Kc,7c,5c,Kd,9h,Td,6,6,1,k,744556
Ad,Jc,7d,Th,Ac,2d,6h,6,1,2,k,399287
As,6s,7d,Th,Ac,2d,6h,6,2,24,b,744674
Ad,Jc,7d,Th,Ac,2d,6h,6,1,2,c,399287
3c,6c,6d,Qh,2c,Th,Kd,5,1,756,k,382078
3s,4c,6d,Qh,2c,Th,Kd,5,2,597,k,337547
Td,Ad,6d,Qh,2c,Th,Kd,5,3,40,k,391050
4h,3d,6d,Qh,2c,Th,Kd,5,4,456,k,337547
6c,7d,Jc,Js,6h,3d,Tc,5,2,19,k,744167
Qd,As,Jc,Js,6h,3d,Tc,5,3,216,k,393232
9s,9d,Jc,Js,6h,3d,Tc,5,4,129,k,744206
4s,3h,6h,2h,2c,Ah,2s,6,1,409,k,1114039
6s,Jh,6h,2h,2c,Ah,2s,6,4,538,k,2227762
Qd,3d,9h,Ts,3h,4h,7h,6,3,282,k,375291
Ac,As,9h,Ts,3h,4h,7h,6,5,469,k,399105
5h,Ah,8c,Js,4h,Ad,Jd,6,2,389,k,744737
6h,Tc,8c,Js,4h,Ad,Jd,6,4,649,k,393204
4d,3h,Jd,5d,7s,7c,Ks,6,3,454,k,384257
4s,Js,Jd,5d,7s,7c,Ks,6,4,358,k,744183
3h,5d,Qd,5s,4s,Jd,9h,6,4,247,k,379698
8d,7c,Qd,5s,4s,Jd,9h,6,6,412,b,306649
3h,5d,Qd,5s,4s,Jd,9h,6,4,247,c,379698
6c,4s,6h,Td,2h,5s,8d,6,4,203,b,381514
7c,8h,6h,Td,2h,5s,8d,6,5,160,c,385896
Ah,4d,9d,9c,Ac,3c,5h,7,1,31,k,744708
Qh,As,9d,9c,Ac,3c,5h,7,4,52,k,744715
5h,Ts,5c,6d,Jc,3c,4h,6,3,190,k,379513
7c,3h,5c,6d,Jc,3c,4h,6,6,98,b,1485177
5h,Ts,5c,6d,Jc,3c,4h,6,3,190,c,379513
8c,5s,Ts,8d,Kc,Jc,Qc,6,1,228,k,386473
Kd,3c,Ts,8d,Kc,Jc,Qc,6,2,600,k,397275
6h,5c,6d,5d,Ac,Kd,2c,7,3,41,b,743313
Ad,Qc,6d,5d,Ac,Kd,2c,7,6,7,c,399650
Qd,8s,7h,5d,4c,6s,8c,7,1,337,k,1485178
3d,Kd,7h,5d,4c,6s,8c,7,7,21,k,1485178
Ts,Jc,Jd,4d,2s,4c,8c,7,1,1,k,744141
8s,8h,Jd,4d,2s,4c,8c,7,2,18,b,2227838
Ts,Jc,Jd,4d,2s,4c,8c,7,1,1,c,744141
4s,Td,Jc,3s,Js,8s,6d,6,1,518,k,392500
7h,Kc,Jc,3s,Js,8s,6d,6,3,259,k,393008
Qd,Kd,Qs,Ks,7h,2c,3d,6,3,4,k,744580
4s,5s,Qs,Ks,7h,2c,3d,6,6,3,b,337027
Qd,Kd,Qs,Ks,7h,2c,3d,6,3,4,c,744580
Qs,Qc,Th,8s,2c,4s,Kc,6,1,53,k,395232
Qh,As,Th,8s,2c,4s,Kc,6,6,73,k,368699
9c,4s,Kh,3h,9s,Td,9d,6,1,193,b,1115213
Kd,8c,Kh,3h,9s,Td,9d,6,6,11,c,744544
4c,Ad,Th,Qc,5h,Kd,3s,5,4,13,k,368696
9s,Qs,Th,Qc,5h,Kd,3s,5,5,240,k,395233
9s,Qs,7d,Qh,8h,4s,9h,6,2,6,k,744373
Js,Ac,7d,Qh,8h,4s,9h,6,6,9,k,366320
Th,9s,Ac,Kh,2h,2c,3d,6,2,1184,k,373472
Qd,4d,Ac,Kh,2h,2c,3d,6,5,1719,k,373474
Ac,7c,4h,4c,Ah,2h,6c,6,5,258,k,744645
Kh,Jh,4h,4c,Ah,2h,6c,6,6,191,k,2224911
Ks,4h,Kd,5d,Kh,9h,6h,7,4,72,k,1115833
Ad,6d,Kd,5d,Kh,9h,6h,7,5,36,k,744509
Tc,Jd,Js,Ks,4c,8s,As,6,3,198,k,393245
Kh,9s,Js,Ks,4c,8s,As,6,6,286,k,2224982
Td,Ad,8h,7s,6d,6s,5h,7,3,69,k,382219
Tc,Ts,8h,7s,6d,6s,5h,7,4,19,k,743996
Ks,Ac,3s,6d,Kc,7h,5c,4,2,2,k,397557
Js,Jc,3s,6d,Kc,7h,5c,4,3,6,k,392994
9c,Js,Jd,5s,3d,5c,Jh,3,2,11,b,2227878
8d,8c,Jd,5s,3d,5c,Jh,3,3,6,c,744188
Qs,Ad,Ah,2h,Jd,2s,4s,2,1,15,k,744624
2d,7c,Ah,2h,Jd,2s,4s,2,2,2,b,1114044
Qs,Ad,Ah,2h,Jd,2s,4s,2,1,15,c,744624
6s,3s,Jh,4s,9s,7s,Td,2,1,5,b,2068080
Js,Qs,Jh,4s,9s,7s,Td,2,2,0,c,2163098
4d,5d,Ac,7s,Jc,2h,6c,2,1,227,k,363405
Ks,7h,Ac,7s,Jc,2h,6c,2,2,735,k,384458
As,Js,7d,6s,Qh,9s,5s,2,1,40,b,2220208
Kc,9d,7d,6s,Qh,9s,5s,2,2,12,c,388666
Jd,Ts,2h,Jc,Kc,5d,6s,2,1,34,k,393033
Td,Qh,2h,Jc,Kc,5d,6s,2,2,117,k,337770
Ad,8d,Jc,Th,2h,5c,Qs,2,1,317,k,366333
Kh,8h,Jc,Th,2h,5c,Qs,2,2,95,k,337772
5c,5s,2s,Kh,6s,9s,Qh,2,1,94,k,379880
Th,Qd,2s,Kh,6s,9s,Qh,2,2,318,b,395233
5c,5s,2s,Kh,6s,9s,Qh,2,1,94,c,379880
Js,8d,7d,5h,Qc,Ad,Qh,2,1,219,k,395414
Kd,9c,7d,5h,Qc,Ad,Qh,2,2,744,k,395441
Qd,6d,Qs,5s,Ad,Th,4d,2,1,11,k,395399
Ac,3h,Qs,5s,Ad,Th,4d,2,2,40,k,399454
2s,2d,9d,As,3c,Jd,2c,2,1,89,b,1114044
9c,4h,9d,As,3c,Jd,2c,2,2,323,c,388819
7h,Qc,8s,9d,6d,2s,6h,2,1,322,k,381868
3s,7c,8s,9d,6d,2s,6h,2,2,90,k,381347
3h,8h,Qc,Qd,Kd,5d,5h,2,1,209,k,744326
Ah,7c,Qc,Qd,Kd,5d,5h,2,2,753,k,744327
8h,Kc,Qs,Td,Jc,3c,5h,2,1,323,k,337772
3h,2h,Qs,Td,Jc,3c,5h,2,2,89,k,375305
8h,Jh,Ks,2s,Ah,Tc,7h,2,1,753,k,368530
Ts,9d,Ks,2s,Ah,Tc,7h,2,2,209,k,391047
Jh,5h,3c,Jc,7d,Qs,2c,3,2,6,k,392824
Jd,7c,3c,Jc,7d,Qs,2c,3,3,58,k,744182
8c,9s,Jh,4d,7d,As,Qc,3,1,30,k,366320
6c,Ah,Jh,4d,7d,As,Qc,3,2,295,k,399469
Ah,7d,Kc,2d,Qc,9d,Qh,3,1,752,k,395441
Jc,5d,Kc,2d,Qc,9d,Qh,3,2,207,k,395246
2h,3h,5h,8d,Th,Ks,5d,4,1,47,k,379853
Ts,9d,5h,8d,Th,Ks,5d,4,2,428,k,743988
Js,8c,3s,Th,Ts,Kd,3h,4,1,937,k,743962
7h,9s,3s,Th,Ts,Kd,3h,4,2,761,k,743962
Qc,Ac,2c,6d,2d,3h,8s,4,1,62,k,373457
3c,5c,2c,6d,2d,3h,8s,4,4,7,b,742761
Qc,Ac,2c,6d,2d,3h,8s,4,1,62,c,373457
4s,4h,7h,Jh,Qc,9h,Ad,4,3,58,k,377854
Kd,9c,7h,Jh,Qc,9h,Ad,4,4,479,k,388853
As,Qc,Tc,7s,2s,9h,6s,4,1,167,k,366150
7d,5h,Tc,7s,2s,9h,6s,4,2,1380,k,383725
3h,2h,Tc,7s,2s,9h,6s,4,4,568,k,372741
6s,Qc,3d,7d,9s,8c,4s,4,1,789,k,302072
5s,2h,3d,7d,9s,8c,4s,4,2,402,k,213995
5h,5c,4d,2c,6h,7c,Js,4,2,20,k,379474
7h,5d,4d,2c,6h,7c,Js,4,4,50,k,383854
Ac,As,Jh,7h,8c,4s,Qs,4,1,12,k,399470
Jd,9s,Jh,7h,8c,4s,Qs,4,2,101,k,392853
Td,Qd,9s,Js,8h,Kh,Qc,4,1,67,k,1485183
Jh,Qh,9s,Js,8h,Kh,Qc,4,3,27,k,744404
4h,Th,9c,Js,Jh,7d,5d,3,1,400,k,392514
5c,6c,9c,Js,Jh,7d,5d,3,2,311,k,744153
6h,As,9c,Js,Jh,7d,5d,3,3,103,k,393190
Ac,Jh,7c,3s,Ad,5c,9h,4,1,87,k,399274
2c,Ah,7c,3s,Ad,5c,9h,4,3,223,k,398908
Ad,Kd,4d,Qs,9c,Kh,Tc,4,1,198,k,397626
Js,Qh,4d,Qs,9c,Kh,Tc,4,3,78,b,1485183
Ad,Kd,4d,Qs,9c,Kh,Tc,4,1,198,c,397626
8d,Qd,Ks,9d,Th,Qh,6c,4,1,292,k,395233
Kh,Kd,Ks,9d,Th,Qh,6c,4,2,146,k,1115876
8h,Qh,3h,4s,Jh,9d,7d,3,2,800,k,306649
8c,4c,3h,4s,Jh,9d,7d,3,3,630,k,377305
3c,Tc,Kd,8d,4h,Jd,Qs,3,1,735,k,337772
7s,3d,Kd,8d,4h,Jd,Qs,3,2,128,k,337745
Td,Qc,Jd,4c,6s,8s,Kh,3,1,933,k,337772
Qs,7h,Jd,4c,6s,8s,Kh,3,2,735,k,337745
2c,Ac,9s,Jc,Kc,4d,7s,3,1,7,k,368516
Kh,Tc,9s,Jc,Kc,4d,7s,3,2,539,k,397092
9s,8c,3c,4s,Jd,3h,Js,4,3,34,k,744127
5s,Ks,3c,4s,Jd,3h,Js,4,4,2582,k,744131
Js,Qs,9c,Kc,As,3h,7d,4,1,439,k,368713
Tc,8s,9c,Kc,As,3h,7d,4,2,77,k,368348
Js,Tc,8h,Kc,4h,9c,3h,4,2,208,k,335393
Qh,Jd,8h,Kc,4h,9c,3h,4,3,628,k,337759
2s,2h,Ts,Ac,Kh,4h,7d,4,1,1559,k,373472
Js,Th,Ts,Ac,Kh,4h,7d,4,2,38,k,391049
3d,5h,6c,4h,Ac,5s,Qh,4,2,361,k,380046
5d,Ah,6c,4h,Ac,5s,Qh,4,3,8,k,744663
Kc,Ks,Kd,6d,7c,9d,8h,4,1,9,k,1115835
Ac,6s,Kd,6d,7c,9d,8h,4,3,5,k,382259
8c,7s,Jd,7d,Ad,4s,As,2,1,738,k,744688
3c,6s,Jd,7d,Ad,4s,As,2,2,266,k,399247
Ts,As,2c,Kd,Jh,Ad,Tc,2,1,42,k,744729
7c,7d,2c,Kd,Jh,Ad,Tc,2,2,116,k,384458
4d,2h,As,5d,9d,4h,7s,4,3,319,k,377811
6s,6h,As,5d,9d,4h,7s,4,4,151,k,382205
7h,Th,Ah,9s,Kd,Js,5c,4,1,112,k,368531
Qh,Kh,Ah,9s,Kd,Js,5c,4,3,44,k,397627
Qs,Ac,8c,Ad,9d,Qc,4d,4,3,156,k,744751
5h,5c,8c,Ad,9d,Qc,4d,4,4,75,k,380049
Qs,Jd,6h,Ad,8d,Kc,6d,4,1,1383,k,382262
2h,5c,6h,Ad,8d,Kc,6d,4,2,667,k,382258
Qc,2c,Js,9s,8h,9c,7h,4,1,419,k,388485
2d,Ah,Js,9s,8h,9c,7h,4,2,6430,k,388823
Kd,Ks,9d,9h,Td,7c,2s,4,1,19,k,744544
Js,Qs,9d,9h,Td,7c,2s,4,3,49,k,388487
3h,3c,6h,Ts,2d,5c,5s,4,1,37,k,743114
Kd,Kc,6h,Ts,2d,5c,5s,4,3,15,b,744492
3h,3c,6h,Ts,2d,5c,5s,4,1,37,c,743114
Qc,9c,Th,Jc,Kh,8s,4d,5,1,36,b,1485183
Jd,8h,Th,Jc,Kh,8s,4d,5,5,18,r,744196
Qc,9c,Th,Jc,Kh,8s,4d,5,1,36,c,1485183
Ad,Ts,Jd,3s,3d,2c,5h,5,2,596,k,375643
8c,5c,Jd,3s,3d,2c,5h,5,5,352,b,743115
Ad,Ts,Jd,3s,3d,2c,5h,5,2,596,c,375643
Ah,7h,Qc,Ts,8h,Js,6c,5,2,72,k,366333
6h,Kh,Qc,Ts,8h,Js,6c,5,4,172,k,382079
Qh,Td,7c,8s,7h,Qc,Ad,5,1,169,k,744353
Ah,3c,7c,8s,7h,Qc,Ad,5,2,193,b,744689
Qh,Td,7c,8s,7h,Qc,Ad,5,1,169,c,744353
5s,Ah,8c,4s,Ad,3c,2s,6,4,115,b,1485175
3h,3d,8c,4s,Ad,3c,2s,6,5,28,c,1114210
6d,6s,Kd,Qs,Tc,5h,2c,6,2,381,k,382078
Jc,Jd,Kd,Qs,Tc,5h,2c,6,3,383,k,393063
8d,Jh,Td,9s,7h,4s,Jd,6,2,4,b,1485181
Qc,8c,Td,9s,7h,4s,Jd,6,3,5,r,1485182
8d,Jh,Td,9s,7h,4s,Jd,6,2,4,c,1485181
Ts,5c,2c,7c,3d,5h,Js,6,2,707,k,379514
Ad,Qd,2c,7c,3d,5h,Js,6,4,1203,k,366291
Ah,Th,3s,Ts,3h,Ad,5s,6,2,106,k,744721
9c,As,3s,Ts,3h,Ad,5s,6,5,6,b,744635
Ah,Th,3s,Ts,3h,Ad,5s,6,2,106,c,744721
7c,8h,6c,Kd,5h,9d,5c,6,2,244,k,1485179
6s,4s,6c,Kd,5h,9d,5c,6,6,144,k,743312
3d,4c,5s,4s,8c,Jc,As,7,2,103,k,377838
Kd,7c,5s,4s,8c,Jc,As,7,4,301,k,368503
Ac,Kc,Qc,9h,5s,8c,3s,7,5,96,b,368686
Jd,As,Qc,9h,5s,8c,3s,7,7,18,c,366320
Ks,7s,7h,Qs,Ts,5d,6h,7,4,17,k,384275
Tc,Ac,7h,Qs,Ts,5d,6h,7,6,54,k,391032
Td,2d,Th,Jc,Kd,9h,3h,8,4,104,k,390852
Kc,Ac,Th,Jc,Kd,9h,3h,8,6,185,k,397613
Js,Jd,8s,9c,Td,2h,Tc,8,4,709,k,744218
Ah,7c,8s,9c,Td,2h,Tc,8,7,54,k,390994
5s,8s,2c,4s,6s,5d,3d,9,7,8,k,1485176
9h,9c,2c,4s,6s,5d,3d,9,8,15,k,1485176
Ad,Ah,8c,6h,Kd,9d,7s,9,4,1,k,399613
8s,Th,8c,6h,Kd,9d,7s,9,6,5,b,1485180
Ad,Ah,8c,6h,Kd,9d,7s,9,4,1,c,399613
2s,Jh,3d,3h,8s,Js,9d,9,1,18,k,744127
7h,Ah,3d,3h,8s,Js,9d,9,7,30,b,375642
2s,Jh,3d,3h,8s,Js,9d,9,1,18,c,744127
Qs,Td,Jd,2d,Kc,5s,6h,10,2,25,k,337770
Jc,Ac,Jd,2d,Kc,5s,6h,10,5,8,k,393241
8c,6c,Tc,9h,5c,Qh,2s,10,1,6,k,304451
Th,8h,Tc,9h,5c,Qh,2s,10,2,39,k,390656
Ad,7s,Jc,Th,Td,Ac,9s,11,1,860,k,744727
2d,8d,Jc,Th,Td,Ac,9s,11,10,477,k,391021
Kd,5d,Jc,Th,Td,Ac,9s,11,2,184,k,391049
Kc,5c,Jc,Th,Td,Ac,9s,11,5,752,k,391049
5s,Js,Jc,Th,Td,Ac,9s,11,7,379,k,744223
Qd,Qc,2h,4s,2c,Kh,6s,11,1,20,k,744287
Ac,3c,2h,4s,2c,Kh,6s,11,10,367,k,373468
Jd,Ad,Ts,Ac,Kc,3h,2c,10,7,2,k,399641
7h,As,Ts,Ac,Kc,3h,2c,10,8,2,k,399625
Qh,Tc,5d,Th,9s,9c,6d,10,6,27,k,744039
5s,4d,5d,Th,9s,9c,6d,10,8,89,k,743816
3s,Ad,As,Ah,Tc,Kd,Kc,10,1,6,k,2227925
Ac,Jc,As,Ah,Tc,Kd,Kc,10,8,5,b,2227925
3s,Ad,As,Ah,Tc,Kd,Kc,10,1,6,r,2227925
Ac,Jc,As,Ah,Tc,Kd,Kc,10,8,5,c,2227925
8d,9s,Td,Js,6d,8c,8s,11,11,9,b,1115018
9d,Jd,Td,Js,6d,8c,8s,11,6,14,k,744193
9d,Jd,Td,Js,6d,8c,8s,11,6,14,c,744193
Qc,Jc,2c,5c,6h,3c,4c,11,1,10,k,2162382
Kc,4h,2c,5c,6h,3c,4c,11,10,6,k,2177578
Th,Ac,Kh,2c,Tc,5s,9s,10,10,7,k,391047
Qh,Jh,Kh,2c,Tc,5s,9s,10,6,50,k,1485183
Kd,Jc,Kh,2c,Tc,5s,9s,10,8,22,k,397092
Jd,Qh,Qs,Ks,8c,2d,2s,10,10,74,k,744287
8h,5d,Qs,Ks,8c,2d,2s,10,3,10,k,743611
7s,Th,Ks,Tc,5d,4c,9d,10,2,30,k,390824
Js,Qd,Ks,Tc,5d,4c,9d,10,7,75,b,1485183
7s,Th,Ks,Tc,5d,4c,9d,10,2,30,c,390824
3c,6c,Ac,2d,5d,2h,6h,10,10,2,c,743274
As,6d,Ac,2d,5d,2h,6h,10,6,2,b,744669
Qd,Qs,4d,Ad,2h,Kd,Qc,9,8,26,b,1115736
Qh,Ks,4d,Ad,2h,Kd,Qc,9,9,154,c,744587
5h,4d,4c,9c,9h,7s,Js,9,1,12,b,743804
7h,Jh,4c,9c,9h,7s,Js,9,8,28,c,744203
Qd,2d,2h,3c,Td,6d,Ac,9,3,174,k,373459
5c,7s,2h,3c,Td,6d,Ac,9,9,106,k,361208
Ts,8s,3h,3s,8d,2d,As,9,2,13,k,743625
5c,5s,3h,3s,8d,2d,As,9,8,35,k,743118
4d,8h,4c,4s,2s,6h,2d,8,2,232,k,2227784
8s,Ks,4c,4s,2s,6h,2d,8,8,62,k,742935
6s,7c,5d,6c,3d,Jc,Jh,6,5,15,k,744164
5s,3s,5d,6c,3d,Jc,Jh,6,6,32,k,744150
Tc,Js,7c,Th,6d,8c,6s,7,4,59,k,743999
5s,4s,7c,Th,6d,8c,6s,7,7,80,b,1485178
Tc,Js,7c,Th,6d,8c,6s,7,4,59,c,743999
3d,6d,4s,6h,6c,Ad,Jc,7,6,85,b,1114720
6s,8s,4s,6h,6c,Ad,Jc,7,7,44,c,1114720
3d,4s,2d,Qs,Qc,Kc,2s,6,1,849,k,744287
Ad,9d,2d,Qs,Qc,Kc,2s,6,2,5410,k,744288
Jc,8s,2d,Qs,Qc,Kc,2s,6,3,1173,k,744287
8d,5d,2d,Qs,Qc,Kc,2s,6,6,455,k,744287
Jc,Tc,Ac,5s,Kh,Ks,8d,6,1,5411,k,397613
4h,6h,Ac,5s,Kh,Ks,8d,6,2,1172,k,397570
7c,7d,Ac,5s,Kh,Ks,8d,6,3,607,k,744522
Jh,3h,Ac,5s,Kh,Ks,8d,6,6,849,k,397611
8h,4h,Tc,7h,2s,6d,Th,5,1,121,k,389952
Td,9s,Tc,7h,2s,6d,Th,5,3,167,b,1115327
8h,4h,Tc,7h,2s,6d,Th,5,1,121,c,389952
4s,Jh,Ac,2s,6c,Ad,Kc,5,1,1059,k,399637
Ts,7d,Ac,2s,6c,Ad,Kc,5,2,6763,k,399625
8s,Jd,Ac,2s,6c,Ad,Kc,5,3,1469,k,399639
7h,8h,Th,Ad,4h,Ks,As,5,2,36,k,399626
Qh,9d,Th,Ad,4h,Ks,As,5,5,691,k,399654
7h,7d,Qh,7s,7c,8c,4h,5,4,91,k,2599126
Qs,Jd,Qh,7s,7c,8c,4h,5,5,586,k,744350
8c,9h,3s,7c,7d,8d,Kh,6,3,92,k,743676
Qs,Ac,3s,7c,7d,8d,Kh,6,4,586,k,384459
As,3s,2c,6d,2s,5d,9h,6,1,2074,k,373416
4c,7c,2c,6d,2s,5d,9h,6,2,50,k,372545
5c,Kh,2c,6d,2s,5d,9h,6,6,326,k,743104
Ks,Td,Ad,8c,5s,8h,Kh,6,1,19,b,744535
Ac,3d,Ad,8c,5s,8h,Kh,6,3,303,r,744703
Ks,Td,Ad,8c,5s,8h,Kh,6,1,19,c,744535
2h,3h,3s,4s,7c,Qc,Ac,6,1,224,k,375653
Kh,7h,3s,4s,7c,Qc,Ac,6,2,1419,k,384459
9d,Kd,2c,8c,Tc,4s,7s,4,2,78,k,333013
Js,Kh,2c,8c,Tc,4s,7s,4,4,32,k,335379
6c,9s,Ks,Qc,3c,9c,2s,3,2,120,k,388665
Th,8c,Ks,Qc,3c,9c,2s,3,3,1065,k,337590
6d,Jd,2d,Kh,4d,Ks,Qc,2,1,1312,k,397271
7d,2s,2d,Kh,4d,Ks,Qc,2,2,214,k,744455
7d,Ah,8s,9h,7s,Jd,Jc,2,1,56,k,744184
As,2d,8s,9h,7s,Jd,Jc,2,2,345,k,393191
9s,Th,Qc,2s,5h,3s,Ks,2,1,365,k,337587
Ah,9c,Qc,2s,5h,3s,Ks,2,2,2179,k,368683
Js,6s,Td,As,2s,Th,3s,2,1,502,k,2219659
Ks,2d,Td,As,2s,Th,3s,2,2,84,k,743950
Qh,Kd,Kc,Jd,Ts,3c,4c,2,1,118,k,397275
Ks,8h,Kc,Jd,Ts,3c,4c,2,2,20,k,397091
As,5c,8d,9c,6d,Ad,8s,2,1,344,k,744699
2c,9d,8d,9c,6d,Ad,8s,2,2,57,k,743859
As,3c,9s,3d,Ah,4d,Ac,2,1,57,b,2227915
9h,5h,9s,3d,Ah,4d,Ac,2,2,344,c,744708
7s,3h,Ad,2h,Kd,Tc,7d,2,1,156,k,384457
9c,Jd,Ad,2h,Kd,Tc,7d,2,2,933,k,368531
As,8s,3d,4c,7h,8h,2d,2,1,120,k,386570
2s,7d,3d,4c,7h,8h,2d,2,2,18,b,743437
As,8s,3d,4c,7h,8h,2d,2,1,120,c,386570
2c,6c,As,Th,Jc,4c,7d,2,1,348,k,363926
4d,3h,As,Th,Jc,4c,7d,2,2,2196,k,377840
8c,8d,5c,Tc,4s,4h,Ac,2,1,19,k,743638
6c,7d,5c,Tc,4s,4h,Ac,2,2,119,k,377824
Ac,3s,Jc,5h,3h,2h,Ks,2,1,2185,k,375670
8c,6h,Jc,5h,3h,2h,Ks,2,2,358,k,335013
Jh,9h,7c,3d,Ad,Qd,5c,2,1,63,k,366319
Ac,6d,7c,3d,Ad,Qd,5c,2,2,385,k,399416
2h,Kh,4s,9c,5s,3d,6d,2,1,345,b,1485176
