hand1,hand2,board1,board2,board3,board4,board5,playerCount,position,potSize,Action
-,-,Tc,3c,3d,Jh,Js,9,9,92,-
-,-,Td,Ad,4h,-,-,5,5,1850,b
-,-,Jd,Tc,5h,6h,-,6,1,2165,-
-,-,-,-,-,-,-,9,1,4265,B
-,-,Jd,Tc,5h,6h,-,6,2,5408,b
-,-,Td,Ad,4h,-,-,5,3,1255,f
-,-,-,-,-,-,-,9,2,4073,B
-,-,Td,Ad,4h,-,-,5,4,21021,f
-,-,Jd,Tc,5h,6h,-,6,3,1684,f
-,-,-,-,-,-,-,9,3,600,f
-,-,Jd,Tc,5h,6h,-,6,4,729,-
-,-,-,-,-,-,-,5,1,5256,-
-,-,-,-,-,-,-,9,4,1805,f
-,-,-,-,-,-,-,5,2,3376,-
-,-,Jd,Tc,5h,6h,-,6,5,732,-
-,-,-,-,-,-,-,5,3,1255,-
-,-,-,-,-,-,-,9,5,10249,f
-,-,-,-,-,-,-,5,4,21021,-
-,-,Jd,Tc,5h,6h,-,6,6,741,-
-,-,-,-,-,-,-,9,6,2687,f
-,-,-,-,-,-,-,6,1,135,-
-,-,-,-,-,-,-,5,5,1850,-
-,-,-,-,-,-,-,9,7,742,f
-,-,-,-,-,-,-,5,1,54,-
-,-,-,-,-,-,-,6,2,338,-
-,-,-,-,-,-,-,5,2,34,-
-,-,-,-,-,-,-,9,8,4207,K
-,-,-,-,-,-,-,5,3,12,-
-,-,-,-,-,-,-,6,3,105,-
-,-,-,-,-,-,-,9,9,12016,f
-,-,-,-,-,-,-,6,4,45,-
-,-,-,-,-,-,-,5,4,216,-
-,-,-,-,-,-,-,6,5,45,-
-,-,-,-,-,-,-,9,1,4265,c
-,-,-,-,-,-,-,6,6,46,-
-,-,-,-,-,-,-,5,5,19,-
-,-,-,-,-,-,-,9,2,4073,k
-,-,-,-,-,-,-,5,1,217,B
-,-,-,-,-,-,-,6,1,1349,B
-,-,-,-,-,-,-,9,5,10249,Q
-,-,-,-,-,-,-,6,2,420,B
-,-,-,-,-,-,-,5,2,80,B
-,-,-,-,-,-,-,6,3,182,f
-,-,-,-,-,-,-,5,3,1355,f
-,-,-,-,-,-,-,6,4,183,c
-,-,-,-,-,-,-,9,6,2687,Q
-,-,-,-,-,-,-,6,5,185,f
Kh,8h,-,-,-,-,-,5,4,121,c
-,-,-,-,-,-,-,9,8,4207,Q
As,Ad,-,-,-,-,-,5,5,339,r
-,-,-,-,-,-,-,6,6,541,f
-,-,-,-,-,-,-,5,1,217,c
-,-,4d,7c,4c,-,-,9,1,12796,b
-,-,-,-,-,-,-,5,2,80,f
-,-,-,-,-,-,-,6,1,1349,c
-,-,4d,7c,4c,-,-,9,2,12219,f
-,-,-,-,-,-,-,6,2,420,k
Kh,8h,-,-,-,-,-,5,4,121,c
-,-,4d,7c,4c,-,-,9,3,1802,-
-,-,Kd,8c,Ts,-,-,5,1,25,k
-,-,9c,3d,6h,-,-,6,1,1349,k
-,-,Kd,8c,Ts,-,-,5,2,9,-
-,-,4d,7c,4c,-,-,9,4,5416,-
-,-,Kd,8c,Ts,-,-,5,3,159,-
-,-,9c,3d,6h,-,-,6,2,420,k
-,-,4d,7c,4c,-,-,9,5,30749,-
-,-,9c,3d,6h,-,-,6,3,182,-
Kh,8h,Kd,8c,Ts,-,-,5,4,14,k
-,-,9c,3d,6h,-,-,6,4,183,k
-,-,4d,7c,4c,-,-,9,6,8062,-
-,-,9c,3d,6h,-,-,6,5,185,-
As,Ad,Kd,8c,Ts,-,-,5,5,39,b
-,-,4d,7c,4c,-,-,9,7,2226,-
-,-,Kd,8c,Ts,-,-,5,1,25,f
-,-,9c,3d,6h,-,-,6,6,541,-
-,-,4d,7c,4c,-,-,9,8,12621,-
-,-,9c,3d,6h,Kd,-,6,1,1349,k
Kh,8h,Kd,8c,Ts,-,-,5,4,14,r
-,-,9c,3d,6h,Kd,-,6,2,420,k
-,-,4d,7c,4c,-,-,9,9,36049,-
-,-,9c,3d,6h,Kd,-,6,3,182,-
As,Ad,Kd,8c,Ts,-,-,5,5,39,c
-,-,-,-,-,-,-,9,1,12796,-
-,-,Kd,8c,Ts,5s,-,5,1,8,-
-,-,9c,3d,6h,Kd,-,6,4,183,k
-,-,-,-,-,-,-,9,2,12219,-
-,-,9c,3d,6h,Kd,-,6,5,185,-
-,-,Kd,8c,Ts,5s,-,5,2,3,-
-,-,-,-,-,-,-,9,3,1802,-
-,-,Kd,8c,Ts,5s,-,5,3,53,-
-,-,9c,3d,6h,Kd,-,6,6,541,-
Kh,8h,Kd,8c,Ts,5s,-,5,4,4,b
-,-,-,-,-,-,-,9,4,5416,-
As,Ad,Kd,8c,Ts,5s,-,5,5,13,c
-,-,9c,3d,6h,Kd,4d,6,1,771,b
-,-,-,-,-,-,-,9,5,30749,-
-,-,Kd,8c,Ts,5s,6d,5,1,2,-
-,-,9c,3d,6h,Kd,4d,6,2,240,f
-,-,Kd,8c,Ts,5s,6d,5,2,1,-
-,-,-,-,-,-,-,9,6,8062,-
-,-,Kd,8c,Ts,5s,6d,5,3,17,-
-,-,9c,3d,6h,Kd,4d,6,3,104,-
Kh,8h,Kd,8c,Ts,5s,6d,5,4,1,b
-,-,-,-,-,-,-,9,7,2226,-
As,Ad,Kd,8c,Ts,5s,6d,5,5,4,c
-,-,9c,3d,6h,Kd,4d,6,4,104,f
-,-,-,-,-,-,-,5,1,275,B
-,-,-,-,-,-,-,9,8,12621,-
-,-,-,-,-,-,-,5,2,4667,B
-,-,9c,3d,6h,Kd,4d,6,5,105,-
-,-,-,-,-,-,-,5,3,549,c
-,-,-,-,-,-,-,9,9,36049,-
-,-,-,-,-,-,-,5,4,1038,f
-,-,9c,3d,6h,Kd,4d,6,6,309,-
-,-,-,-,-,-,-,9,1,2559,-
-,-,-,-,-,-,-,6,1,279,B
-,-,-,-,-,-,-,5,5,749,c
-,-,-,-,-,-,-,9,2,2443,-
-,-,-,-,-,-,-,5,1,275,f
Ac,6h,-,-,-,-,-,6,2,121,B
-,-,-,-,-,-,-,9,3,360,-
-,-,-,-,-,-,-,6,3,121,f
-,-,-,-,-,-,-,5,2,4667,k
9c,Jc,-,-,-,-,-,6,4,123,c
-,-,-,-,-,-,-,9,4,1083,-
-,-,-,-,-,-,-,6,5,360,c
-,-,6s,Jc,3h,-,-,5,1,1239,-
-,-,-,-,-,-,-,9,5,6149,-
-,-,6s,Jc,3h,-,-,5,2,21005,k
-,-,-,-,-,-,-,6,6,896,c
-,-,-,-,-,-,-,9,6,1612,-
-,-,-,-,-,-,-,6,1,279,c
-,-,6s,Jc,3h,-,-,5,3,2473,k
-,-,-,-,-,-,-,9,7,445,-
-,-,6s,Jc,3h,-,-,5,4,4671,-
Ac,6h,-,-,-,-,-,6,2,121,k
-,-,-,-,-,-,-,9,8,2524,-
-,-,7c,Jd,Ah,-,-,6,1,279,k
-,-,6s,Jc,3h,-,-,5,5,3371,b
-,-,-,-,-,-,-,9,9,7209,-
-,-,6s,Jc,3h,-,-,5,2,21005,f
Ac,6h,7c,Jd,Ah,-,-,6,2,121,k
-,-,6s,Jc,3h,-,-,5,3,2473,f
-,-,7c,Jd,Ah,-,-,6,3,121,-
-,-,-,-,-,-,-,6,1,718,B
9c,Jc,7c,Jd,Ah,-,-,6,4,123,k
-,-,-,-,-,-,-,5,1,1239,-
-,-,-,-,-,-,-,6,2,106,B
-,-,-,-,-,-,-,5,2,21005,-
-,-,7c,Jd,Ah,-,-,6,5,360,k
-,-,-,-,-,-,-,6,3,318,c
-,-,7c,Jd,Ah,-,-,6,6,896,k
-,-,-,-,-,-,-,5,3,2473,-
-,-,-,-,-,-,-,6,4,130,f
-,-,-,-,-,-,-,5,4,4671,-
-,-,7c,Jd,Ah,Qc,-,6,1,104,k
-,-,-,-,-,-,-,5,5,3371,-
-,-,-,-,-,-,-,6,5,2120,f
-,-,-,-,-,-,-,5,1,154,-
Ac,6h,7c,Jd,Ah,Qc,-,6,2,45,b
-,-,-,-,-,-,-,6,6,752,c
-,-,7c,Jd,Ah,Qc,-,6,3,45,-
-,-,-,-,-,-,-,5,2,2625,-
9c,Jc,7c,Jd,Ah,Qc,-,6,4,46,c
-,-,-,-,-,-,-,5,3,309,-
-,-,-,-,-,-,-,6,1,718,r
-,-,-,-,-,-,-,5,4,583,-
-,-,7c,Jd,Ah,Qc,-,6,5,135,f
-,-,-,-,-,-,-,6,2,106,f
-,-,7c,Jd,Ah,Qc,-,6,6,336,f
-,-,-,-,-,-,-,5,5,421,-
-,-,-,-,-,-,-,6,3,318,c
-,-,-,-,-,-,-,5,1,1400,B
-,-,7c,Jd,Ah,Qc,-,6,1,104,f
-,-,-,-,-,-,-,6,6,752,c
-,-,7c,Jd,Ah,Qc,8d,6,1,104,-
Jd,Th,-,-,-,-,-,5,2,164,B
Ac,6h,7c,Jd,Ah,Qc,8d,6,2,45,k
-,-,Qs,5h,As,-,-,6,1,12218,b
-,-,7c,Jd,Ah,Qc,8d,6,3,45,-
-,-,-,-,-,-,-,5,3,311,f
-,-,Qs,5h,As,-,-,6,2,1802,-
Jc,As,-,-,-,-,-,5,4,224,r
9c,Jc,7c,Jd,Ah,Qc,8d,6,4,46,k
-,-,-,-,-,-,-,5,5,82,c
-,-,Qs,5h,As,-,-,6,3,5416,f
-,-,-,-,-,-,-,5,1,1400,c
-,-,7c,Jd,Ah,Qc,8d,6,5,135,-
-,-,Qs,5h,As,-,-,6,4,2226,-
-,-,7c,Jd,Ah,Qc,8d,6,6,336,-
Jd,Th,-,-,-,-,-,5,2,164,c
-,-,Qs,5h,As,-,-,6,5,36049,-
-,-,2h,7d,Jh,-,-,5,1,488,k
-,-,-,-,-,-,-,6,1,86,B
Jd,Th,2h,7d,Jh,-,-,5,2,57,b
-,-,Qs,5h,As,-,-,6,6,12797,f
-,-,2h,7d,Jh,-,-,5,3,108,-
-,-,-,-,-,-,-,6,2,86,B
-,-,-,-,-,-,-,6,1,12218,-
-,-,-,-,-,-,-,6,3,86,f
Jc,As,2h,7d,Jh,-,-,5,4,78,c
-,-,-,-,-,-,-,6,2,1802,-
-,-,2h,7d,Jh,-,-,5,5,28,f
-,-,-,-,-,-,-,6,4,254,f
-,-,-,-,-,-,-,6,3,5416,-
-,-,-,-,-,-,-,6,5,629,r
-,-,2h,7d,Jh,-,-,5,1,488,K
-,-,-,-,-,-,-,6,4,2226,-
-,-,2h,7d,Jh,-,-,5,5,28,Q
-,-,-,-,-,-,-,6,6,197,f
-,-,-,-,-,-,-,6,5,36049,-
-,-,-,-,-,-,-,6,1,86,f
-,-,2h,7d,Jh,-,-,5,1,488,Q
-,-,-,-,-,-,-,6,2,86,c
-,-,-,-,-,-,-,6,6,12797,-
-,-,Ks,3d,8c,-,-,6,1,86,-
-,-,2h,7d,Jh,Ad,-,5,1,165,-
-,-,Ks,3d,8c,-,-,6,2,86,k
-,-,-,-,-,-,-,6,1,370,-
-,-,Ks,3d,8c,-,-,6,3,86,-
Jd,Th,2h,7d,Jh,Ad,-,5,2,19,k
-,-,-,-,-,-,-,6,2,54,-
-,-,2h,7d,Jh,Ad,-,5,3,36,-
-,-,Ks,3d,8c,-,-,6,4,254,-
-,-,-,-,-,-,-,6,3,164,-
-,-,Ks,3d,8c,-,-,6,5,629,k
Jc,As,2h,7d,Jh,Ad,-,5,4,26,b
-,-,-,-,-,-,-,6,4,67,-
-,-,2h,7d,Jh,Ad,-,5,5,9,-
-,-,Ks,3d,8c,-,-,6,6,197,-
-,-,-,-,-,-,-,6,5,1092,-
-,-,Ks,3d,8c,Td,-,6,1,86,-
Jd,Th,2h,7d,Jh,Ad,-,5,2,19,c
-,-,-,-,-,-,-,6,6,387,-
-,-,2h,7d,Jh,Ad,Td,5,1,165,-
-,-,Ks,3d,8c,Td,-,6,2,86,k
Jd,Th,2h,7d,Jh,Ad,Td,5,2,19,k
-,-,-,-,-,-,-,6,1,450,B
-,-,2h,7d,Jh,Ad,Td,5,3,36,-
-,-,Ks,3d,8c,Td,-,6,3,86,-
-,-,-,-,-,-,-,6,2,1352,B
-,-,Ks,3d,8c,Td,-,6,4,254,-
Jc,As,2h,7d,Jh,Ad,Td,5,4,26,k
-,-,-,-,-,-,-,6,3,556,f
-,-,2h,7d,Jh,Ad,Td,5,5,9,-
-,-,Ks,3d,8c,Td,-,6,5,629,k
-,-,-,-,-,-,-,6,4,9012,c
-,-,Ks,3d,8c,Td,-,6,6,197,-
-,-,-,-,-,-,-,3,1,603,B
-,-,-,-,-,-,-,6,5,3198,f
-,-,-,-,-,-,-,3,2,1167,B
-,-,Ks,3d,8c,Td,Kh,6,1,46,-
-,-,-,-,-,-,-,6,6,3057,f
-,-,Ks,3d,8c,Td,Kh,6,2,45,b
-,-,-,-,-,-,-,3,3,860,c
-,-,-,-,-,-,-,6,1,450,c
-,-,-,-,-,-,-,3,1,603,c
-,-,Ks,3d,8c,Td,Kh,6,3,45,-
-,-,-,-,-,-,-,6,2,1352,k
-,-,Ks,3d,8c,Td,Kh,6,4,135,-
-,-,-,-,-,-,-,3,2,1167,k
-,-,Ks,3d,8c,Td,Kh,6,5,334,f
-,-,6h,5s,2h,-,-,6,1,138,k
-,-,Ks,3d,8c,Td,Kh,6,6,104,-
-,-,Ts,Qc,Th,-,-,3,1,2412,k
-,-,6h,5s,2h,-,-,6,2,416,k
-,-,Ts,Qc,Th,-,-,3,2,4671,b
-,-,-,-,-,-,-,6,1,147,B
-,-,Ts,Qc,Th,-,-,3,3,3440,f
-,-,6h,5s,2h,-,-,6,3,171,-
-,-,Ts,Qc,Th,-,-,3,1,2412,Q
-,-,-,-,-,-,-,6,2,147,B
-,-,-,-,-,-,-,3,1,2412,-
-,-,6h,5s,2h,-,-,6,4,2773,b
-,-,-,-,-,-,-,6,3,432,c
-,-,-,-,-,-,-,3,2,4671,-
-,-,6h,5s,2h,-,-,6,5,984,-
-,-,-,-,-,-,-,3,3,3440,-
-,-,-,-,-,-,-,6,4,1069,c
-,-,-,-,-,-,-,3,1,344,-
-,-,6h,5s,2h,-,-,6,6,940,-
-,-,-,-,-,-,-,3,2,667,-
-,-,-,-,-,-,-,6,5,334,f
-,-,6h,5s,2h,-,-,6,1,138,c
-,-,-,-,-,-,-,6,6,147,f
-,-,-,-,-,-,-,3,3,491,-
-,-,6h,5s,2h,-,-,6,2,416,c
-,-,-,-,-,-,-,2,1,4673,B
-,-,-,-,-,-,-,6,1,147,c
-,-,-,-,-,-,-,2,2,3439,B
-,-,6h,5s,2h,As,-,6,1,1801,k
-,-,-,-,-,-,-,2,1,4673,Q
-,-,-,-,-,-,-,6,2,147,k
-,-,6h,5s,2h,As,-,6,2,5411,k
-,-,Qh,7c,6s,-,-,6,1,147,k
-,-,-,-,-,-,-,2,1,4673,-
-,-,6h,5s,2h,As,-,6,3,2226,-
-,-,-,-,-,-,-,2,2,3439,-
-,-,Qh,7c,6s,-,-,6,2,147,k
-,-,-,-,-,-,-,2,1,4673,-
-,-,Qh,7c,6s,-,-,6,3,432,k
-,-,6h,5s,2h,As,-,6,4,36049,b
-,-,Qh,7c,6s,-,-,6,4,1069,k
-,-,-,-,-,-,-,2,2,3439,-
-,-,6h,5s,2h,As,-,6,5,12792,-
-,-,-,-,-,-,-,2,1,1869,-
-,-,Qh,7c,6s,-,-,6,5,334,-
-,-,-,-,-,-,-,2,2,1375,-
-,-,6h,5s,2h,As,-,6,6,12229,-
-,-,-,-,-,-,-,2,1,1146,B
-,-,Qh,7c,6s,-,-,6,6,147,-
-,-,6h,5s,2h,As,-,6,1,1801,f
-,-,Qh,7c,6s,6h,-,6,1,11,k
-,-,-,-,-,-,-,2,2,7000,B
-,-,Qh,7c,6s,6h,-,6,2,11,k
-,-,-,-,-,-,-,2,1,1146,c
-,-,6h,5s,2h,As,-,6,2,5411,f
-,-,-,-,-,-,-,2,2,7000,k
-,-,Qh,7c,6s,6h,-,6,3,33,b
-,-,-,-,-,-,-,6,1,72,-
-,-,Qh,7c,6s,6h,-,6,4,82,c
-,-,Ac,2c,8s,-,-,2,1,491,b
-,-,-,-,-,-,-,6,2,216,-
-,-,Ac,2c,8s,-,-,2,2,3000,c
-,-,Qh,7c,6s,6h,-,6,5,25,-
-,-,-,-,-,-,-,6,3,89,-
-,-,Qh,7c,6s,6h,-,6,6,11,-
-,-,Ac,2c,8s,Ad,-,2,1,3439,b
-,-,-,-,-,-,-,6,4,1441,-
-,-,Ac,2c,8s,Ad,-,2,2,21001,f
-,-,Qh,7c,6s,6h,-,6,1,11,r
-,-,-,-,-,-,-,6,5,511,-
-,-,Qh,7c,6s,6h,-,6,2,11,f
-,-,-,-,-,-,-,2,1,264,-
-,-,-,-,-,-,-,6,6,489,-
-,-,-,-,-,-,-,2,2,1615,-
-,-,Qh,7c,6s,6h,-,6,3,33,c
Th,Tc,-,-,-,-,-,2,1,2999,B
-,-,Qh,7c,6s,6h,-,6,4,82,c
Jc,8d,-,-,-,-,-,6,1,600,B
-,-,Qh,7c,6s,6h,8d,6,1,5,b
3h,2c,-,-,-,-,-,2,2,491,B
-,-,-,-,-,-,-,6,2,247,B
Th,Tc,-,-,-,-,-,2,1,2999,r
-,-,Qh,7c,6s,6h,8d,6,2,5,-
3h,2c,-,-,-,-,-,2,2,491,c
-,-,-,-,-,-,-,6,3,4006,f
Th,Tc,2d,5c,Td,-,-,2,1,1105,b
-,-,Qh,7c,6s,6h,8d,6,3,16,f
Kh,Ac,-,-,-,-,-,6,4,1421,r
3h,2c,2d,5c,Td,-,-,2,2,181,c
-,-,Qh,7c,6s,6h,8d,6,4,41,f
Th,Tc,2d,5c,Td,Ac,-,2,1,381,b
-,-,-,-,-,-,-,6,5,1358,f
3h,2c,2d,5c,Td,Ac,-,2,2,62,c
-,-,Qh,7c,6s,6h,8d,6,5,12,-
Th,Tc,2d,5c,Td,Ac,4s,2,1,43,b
-,-,-,-,-,-,-,6,6,199,f
3h,2c,2d,5c,Td,Ac,4s,2,2,7,r
-,-,Qh,7c,6s,6h,8d,6,6,5,-
Th,Tc,2d,5c,Td,Ac,4s,2,1,43,c
Jc,8d,-,-,-,-,-,6,1,600,c
9d,Ac,-,-,-,-,-,6,1,183,B
-,-,-,-,-,-,-,2,1,3685,B
-,-,-,-,-,-,-,6,2,247,f
-,-,-,-,-,-,-,2,2,20755,B
Jd,3h,-,-,-,-,-,6,2,535,B
Jc,8d,9d,7h,2h,-,-,6,1,216,k
-,-,-,-,-,-,-,2,1,3685,f
-,-,-,-,-,-,-,6,3,1320,f
-,-,-,-,-,-,-,2,1,3685,-
-,-,9d,7h,2h,-,-,6,2,89,-
-,-,-,-,-,-,-,2,2,20755,-
-,-,-,-,-,-,-,6,4,418,f
-,-,9d,7h,2h,-,-,6,3,1442,-
Js,Ah,-,-,-,-,-,6,5,184,c
-,-,-,-,-,-,-,2,1,3685,-
-,-,-,-,-,-,-,6,6,194,f
-,-,-,-,-,-,-,2,2,20755,-
Kh,Ac,9d,7h,2h,-,-,6,4,511,b
-,-,-,-,-,-,-,2,1,1474,-
9d,Ac,-,-,-,-,-,6,1,183,c
-,-,9d,7h,2h,-,-,6,5,489,-
Jd,3h,-,-,-,-,-,6,2,535,k
-,-,-,-,-,-,-,2,2,8302,-
-,-,9d,7h,2h,-,-,6,6,71,-
-,-,-,-,-,-,-,2,1,2965,B
9d,Ac,9h,Qd,7d,-,-,6,1,183,k
-,-,-,-,-,-,-,2,2,526,B
Jc,8d,9d,7h,2h,-,-,6,1,216,c
-,-,-,-,-,-,-,2,1,2965,r
Jd,3h,9h,Qd,7d,-,-,6,2,535,k
Jc,8d,9d,7h,2h,6s,-,6,1,216,k
-,-,9h,Qd,7d,-,-,6,3,1320,-
-,-,-,-,-,-,-,2,2,526,c
-,-,9d,7h,2h,6s,-,6,2,89,-
-,-,Kd,3c,Ah,-,-,2,1,2965,k
-,-,9h,Qd,7d,-,-,6,4,418,-
-,-,Kd,3c,Ah,-,-,2,2,526,k
-,-,9d,7h,2h,6s,-,6,3,1442,-
-,-,Kd,3c,Ah,9h,-,2,1,20755,b
Js,Ah,9h,Qd,7d,-,-,6,5,184,k
Kh,Ac,9d,7h,2h,6s,-,6,4,511,k
-,-,9h,Qd,7d,-,-,6,6,194,-
-,-,Kd,3c,Ah,9h,-,2,2,3685,f
-,-,9d,7h,2h,6s,-,6,5,489,-
-,-,-,-,-,-,-,2,1,1596,-
9d,Ac,9h,Qd,7d,8h,-,6,1,183,k
-,-,9d,7h,2h,6s,-,6,6,71,-
Jd,3h,9h,Qd,7d,8h,-,6,2,535,k
-,-,-,-,-,-,-,2,2,283,-
-,-,9h,Qd,7d,8h,-,6,3,1320,-
Jc,8d,9d,7h,2h,6s,9h,6,1,216,k
-,-,9h,Qd,7d,8h,-,6,4,418,-
9d,As,-,-,-,-,-,2,1,526,B
-,-,9d,7h,2h,6s,9h,6,2,89,-
Jc,Qc,-,-,-,-,-,2,2,2965,B
Js,Ah,9h,Qd,7d,8h,-,6,5,184,k
9d,As,-,-,-,-,-,2,1,526,c
-,-,9d,7h,2h,6s,9h,6,3,1442,-
Jc,Qc,-,-,-,-,-,2,2,2965,r
-,-,9h,Qd,7d,8h,-,6,6,194,-
Kh,Ac,9d,7h,2h,6s,9h,6,4,511,k
9d,Ac,9h,Qd,7d,8h,6c,6,1,183,k
9d,As,-,-,-,-,-,2,1,526,c
-,-,9d,7h,2h,6s,9h,6,5,489,-
9d,As,3d,Tc,3h,-,-,2,1,526,k
Jd,3h,9h,Qd,7d,8h,6c,6,2,535,k
Jc,Qc,3d,Tc,3h,-,-,2,2,2965,k
-,-,9d,7h,2h,6s,9h,6,6,71,-
9d,As,3d,Tc,3h,6s,-,2,1,526,k
-,-,9h,Qd,7d,8h,6c,6,3,1320,-
-,-,-,-,-,-,-,6,1,404,B
Jc,Qc,3d,Tc,3h,6s,-,2,2,2965,k
-,-,9h,Qd,7d,8h,6c,6,4,418,-
-,-,-,-,-,-,-,6,2,6555,B
Js,Ah,9h,Qd,7d,8h,6c,6,5,184,k
9d,As,3d,Tc,3h,6s,5d,2,1,526,k
-,-,-,-,-,-,-,6,3,2328,c
Jc,Qc,3d,Tc,3h,6s,5d,2,2,2965,k
-,-,9h,Qd,7d,8h,6c,6,6,194,-
-,-,-,-,-,-,-,6,4,2223,f
3d,Ad,-,-,-,-,-,6,1,713,B
-,-,-,-,-,-,-,2,1,20755,B
-,-,-,-,-,-,-,6,5,326,c
-,-,-,-,-,-,-,2,2,3685,B
8h,7c,-,-,-,-,-,6,2,1766,B
-,-,-,-,-,-,-,6,6,981,c
-,-,-,-,-,-,-,6,3,558,f
-,-,-,-,-,-,-,2,1,20755,f
-,-,-,-,-,-,-,6,4,245,f
-,-,-,-,-,-,-,6,1,404,f
-,-,-,-,-,-,-,6,5,259,f
-,-,-,-,-,-,-,2,1,20755,-
-,-,-,-,-,-,-,6,2,6555,k
-,-,-,-,-,-,-,2,2,3685,-
-,-,-,-,-,-,-,6,6,245,f
-,-,-,-,-,-,-,2,1,20755,-
3d,Ad,-,-,-,-,-,6,1,713,c
-,-,-,-,-,-,-,2,2,3685,-
-,-,5h,Ts,Ad,-,-,6,1,404,-
-,-,-,-,-,-,-,2,1,8302,-
8h,7c,-,-,-,-,-,6,2,1766,k
-,-,5h,Ts,Ad,-,-,6,2,6555,k
3d,Ad,4h,5c,5d,-,-,6,1,713,k
-,-,-,-,-,-,-,2,2,1474,-
-,-,5h,Ts,Ad,-,-,6,3,2328,k
-,-,-,-,-,-,-,2,1,3685,B
8h,7c,4h,5c,5d,-,-,6,2,1766,k
-,-,-,-,-,-,-,2,2,20755,B
-,-,5h,Ts,Ad,-,-,6,4,2223,-
-,-,-,-,-,-,-,2,1,3685,f
-,-,4h,5c,5d,-,-,6,3,558,-
-,-,5h,Ts,Ad,-,-,6,5,326,k
-,-,4h,5c,5d,-,-,6,4,245,-
-,-,-,-,-,-,-,2,1,3685,-
-,-,5h,Ts,Ad,-,-,6,6,981,k
-,-,-,-,-,-,-,2,2,20755,-
-,-,4h,5c,5d,-,-,6,5,259,-
-,-,5h,Ts,Ad,Js,-,6,1,2225,-
-,-,4h,5c,5d,-,-,6,6,245,-
-,-,-,-,-,-,-,2,1,3685,-
-,-,5h,Ts,Ad,Js,-,6,2,36057,k
-,-,-,-,-,-,-,2,2,20755,-
3d,Ad,4h,5c,5d,As,-,6,1,713,k
-,-,5h,Ts,Ad,Js,-,6,3,12804,k
8h,7c,4h,5c,5d,As,-,6,2,1766,k
-,-,-,-,-,-,-,2,1,1474,-
-,-,4h,5c,5d,As,-,6,3,558,-
-,-,5h,Ts,Ad,Js,-,6,4,12229,-
-,-,4h,5c,5d,As,-,6,4,245,-
-,-,-,-,-,-,-,2,2,8302,-
-,-,5h,Ts,Ad,Js,-,6,5,1797,b
-,-,-,-,-,-,-,2,1,20755,B
-,-,4h,5c,5d,As,-,6,5,259,-
-,-,-,-,-,-,-,2,2,3685,B
-,-,5h,Ts,Ad,Js,-,6,6,5395,f
-,-,-,-,-,-,-,2,1,20755,f
-,-,4h,5c,5d,As,-,6,6,245,-
-,-,5h,Ts,Ad,Js,-,6,2,36057,f
-,-,-,-,-,-,-,2,1,20755,-
3d,Ad,4h,5c,5d,As,9s,6,1,713,k
-,-,5h,Ts,Ad,Js,-,6,3,12804,f
8h,7c,4h,5c,5d,As,9s,6,2,1766,k
-,-,-,-,-,-,-,2,2,3685,-
-,-,4h,5c,5d,As,9s,6,3,558,-
-,-,-,-,-,-,-,6,1,222,-
-,-,4h,5c,5d,As,9s,6,4,245,-
-,-,-,-,-,-,-,2,1,20755,-
-,-,-,-,-,-,-,6,2,3605,-
-,-,-,-,-,-,-,2,2,3685,-
-,-,4h,5c,5d,As,9s,6,5,259,-
-,-,-,-,-,-,-,2,1,8302,-
-,-,-,-,-,-,-,6,3,1280,-
-,-,-,-,-,-,-,2,2,1474,-
-,-,4h,5c,5d,As,9s,6,6,245,-
-,-,-,-,-,-,-,6,4,1222,-
Js,9h,-,-,-,-,-,6,1,1316,B
Tc,As,-,-,-,-,-,2,1,1228,B
-,-,-,-,-,-,-,6,5,179,-
3h,Th,-,-,-,-,-,2,2,6918,B
Kh,8h,-,-,-,-,-,6,2,418,B
-,-,-,-,-,-,-,6,6,539,-
-,-,-,-,-,-,-,6,3,184,f
Tc,As,-,-,-,-,-,2,1,1228,c
6h,5s,-,-,-,-,-,6,4,194,c
Ad,Qh,-,-,-,-,-,6,1,12018,B
-,-,-,-,-,-,-,6,5,184,f
3h,Th,-,-,-,-,-,2,2,6918,k
5d,9h,-,-,-,-,-,6,2,4267,B
Tc,As,5s,7h,4s,-,-,2,1,1228,k
-,-,-,-,-,-,-,6,6,535,f
-,-,-,-,-,-,-,6,3,4076,f
Js,9h,-,-,-,-,-,6,1,1316,c
3h,Th,5s,7h,4s,-,-,2,2,6918,k
-,-,-,-,-,-,-,6,4,600,f
Tc,As,5s,7h,4s,4d,-,2,1,1228,k
Kh,8h,-,-,-,-,-,6,2,418,k
-,-,-,-,-,-,-,6,5,1798,f
3h,Th,5s,7h,4s,4d,-,2,2,6918,k
Js,9h,Ts,Kd,7c,-,-,6,1,1316,k
-,-,-,-,-,-,-,6,6,741,f
Kh,8h,Ts,Kd,7c,-,-,6,2,418,k
Tc,As,5s,7h,4s,4d,9c,2,1,1228,k
Ad,Qh,-,-,-,-,-,6,1,12018,c
3h,Th,5s,7h,4s,4d,9c,2,2,6918,k
-,-,Ts,Kd,7c,-,-,6,3,184,-
5d,9h,-,-,-,-,-,6,2,4267,k
6h,5s,Ts,Kd,7c,-,-,6,4,194,k
-,-,-,-,-,-,-,2,1,2964,B
-,-,Ts,Kd,7c,-,-,6,5,184,-
Ad,Qh,5s,Jh,3c,-,-,6,1,12018,k
